seed,condition,boundary_taskmatched_D,robust_taskmatched_D,delta,task_overlap_low,task_overlap_high
3240508356,moderate,0.020603153735733192,0.021059908194652536,0.00045675445891934233,184.9598106269529,194.2163725753241
3240508356,strong,0.029314636556900517,0.027783595230559458,-0.0015310413263410496,181.23390994465217,194.92218768152304
3048398703,moderate,0.02197029115551479,0.025501943445728897,0.0035316522902141085,188.7416024284369,202.18189624093088
3048398703,strong,0.03851077959312892,0.03181383686007805,-0.006696942733050876,188.95757532152112,202.43723106438887
3359997285,moderate,0.021476929372470643,0.020449364180982255,-0.0010275651914883888,185.19097165231065,194.67860752135124
3359997285,strong,0.0314740019657385,0.022483162605393618,-0.008990839360344885,183.20765778431604,191.79979523141844
3454948477,moderate,0.01956362684100931,0.018196391258158102,-0.0013672355828512096,188.67284353229917,195.19193798021888
3454948477,strong,0.030006045522137495,0.02078720067212563,-0.009218844850011863,187.34101712588813,198.55700779802757
3468673266,moderate,0.024717786322757937,0.022267733599114412,-0.0024500527236435195,181.08778968952328,195.171524245657
3468673266,strong,0.04326584559519404,0.04787981941027018,0.00461397381507615,178.33540741526707,193.0744164843996
3355552449,moderate,0.023228645022149236,0.019984914945494956,-0.0032437300766542786,181.7930645339074,190.4030038532958
3355552449,strong,0.03989633800285842,0.03134635905323773,-0.008549978949620687,176.28730946644717,190.5747177638721
3688259442,moderate,0.023649165842324304,0.02383705846826283,0.0001878926259385272,187.12645573236605,198.81122459680097
3688259442,strong,0.042262035101336116,0.039542512189377786,-0.0027195229119583277,184.6046763457944,200.74894571315457
3619683170,moderate,0.019636154285311794,0.01939702764143047,-0.00023912664388132753,188.70395898206573,200.27849570503565
3619683170,strong,0.026749013487964515,0.02016467854440605,-0.006584334943558471,180.6356848828917,198.7355502055732
3321522469,moderate,0.020501926170527245,0.01712505798392436,-0.0033768681866028867,188.71726125020191,197.0663473214552
3321522469,strong,0.03280598279049347,0.026115163571100417,-0.006690819219393055,182.06710212913836,198.6690485163381
3284110371,moderate,0.022066686335123167,0.019675807908534987,-0.002390878426588183,183.3606575940595,194.88659431639232
3284110371,strong,0.032680763986878504,0.02145047016668618,-0.011230293820192323,183.54044671606783,198.73872520317792
3192825773,moderate,0.021647768298180263,0.022375505608073786,0.0007277373098935259,183.0996402262806,201.1243278952009
