seed,experiment,boundary_mean_regret,robust_mean_regret,delta
2649334850,E031,0.0051795422237301495,0.00404638560831975,-0.0011331566154103995
2705314923,E031,0.00487832235459355,0.0039327154140696,-0.0009456069405239503
2755176989,E031,0.0055496205526696,0.0042835974450821,-0.0012660231075875003
2550355338,E031,0.0059298572489663,0.0043431483601897,-0.0015867088887766
2607438462,E031,0.00516746099706345,0.00416090457269645,-0.0010065564243669995
2555182529,E031,0.0054411685875587,0.0047146551138681,-0.0007265134736906004
2580447233,E031,0.005260097271592551,0.0041224452013437505,-0.0011376520702488001
2819992910,E031,0.00519265080750435,0.00439846496109805,-0.0007941858464063003
2748663038,E031,0.0050573291126739,0.004471749813729799,-0.0005855792989441005
2687112636,E031,0.0057750027892523505,0.0046979879002930006,-0.00107701488895935
2747732054,E031,0.0050326048329427005,0.00430124878603375,-0.0007313560469089505
